,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,NO_MUNICIPIO_PROVA,SG_UF_PROVA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,NU_NOTA_REDACAO,Estudo_Pai,Estudo_Mãe,Profissão_Pai,Profissão_Mãe,QT_Pessoas_Moradia,Renda_Familiar,QT_Banheiros,QT_Quartos,QT_Carros,QT_Motos,QT_Geladeira,QT_Celular,QT_Computador,Acesso_Internet
1628618,2021,18 anos,F,Branca,1,cursando,0,Pública,Domingos Martins,ES,,522.1,559.0,,0,1.0,740.0,C,E,C,D,3.0,G,C,D,B,A,B,D,B,B
1636586,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Votuporanga,SP,,637.2,560.4,,1,1.0,700.0,H,F,A,B,4.0,F,C,D,B,A,B,D,E,B
1636707,2021,Entre 26 e 30 anos,M,Parda,1,concluiu,5,Não respondeu,Ilhéus,BA,,497.7,459.1,,0,1.0,620.0,H,E,F,B,3.0,C,B,C,A,A,B,D,B,B
1637309,2021,17 anos,F,Branca,1,cursando,0,Pública,Goioerê,PR,,453.0,358.8,,1,1.0,720.0,C,E,A,C,4.0,I,B,D,C,A,B,D,A,B
1639623,2021,21 anos,M,Parda,1,concluiu,2,Não respondeu,Belém,PA,,551.8,519.1,,1,1.0,840.0,E,E,C,C,2.0,C,B,B,A,A,B,C,A,B
1639987,2021,17 anos,F,Branca,1,cursando,0,Não respondeu,São Gabriel da Palha,ES,,563.5,576.0,,0,1.0,680.0,E,F,D,D,4.0,J,D,E,C,B,B,E,C,B
1642761,2021,Entre 46 e 50 anos,F,Amarela,1,concluiu,15,Não respondeu,Campina Grande,PB,,348.2,432.5,,1,1.0,600.0,A,B,C,C,4.0,B,B,C,A,A,B,C,A,B
1647844,2021,18 anos,M,Branca,1,cursando,0,Pública,Pau dos Ferros,RN,,643.9,590.4,,0,1.0,600.0,D,D,C,B,3.0,E,C,C,B,A,B,D,A,B
1648869,2021,23 anos,F,Parda,1,concluiu,5,Não respondeu,Santarém,PA,,407.5,445.8,,0,1.0,720.0,B,F,A,A,2.0,D,B,B,A,B,B,B,B,B
1650418,2021,20 anos,M,Parda,1,cursando,0,Pública,Varjota,CE,,379.3,357.5,,1,1.0,500.0,A,A,A,A,4.0,B,B,C,A,A,B,C,A,B
1653053,2021,Entre 31 e 35 anos,F,Preta,1,concluiu,15,Não respondeu,São Luís,MA,,585.2,511.4,,0,1.0,540.0,C,E,C,D,3.0,A,B,B,A,A,A,B,A,A
1653308,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Bagé,RS,,444.1,432.0,,1,1.0,600.0,E,E,F,B,3.0,B,B,B,A,A,B,B,A,A
1654449,2021,20 anos,M,Parda,2,cursando,0,Pública,Porto Velho,RO,,549.6,500.0,,0,1.0,500.0,E,E,C,B,5.0,C,C,D,A,B,B,E,C,B
1657832,2021,22 anos,M,Parda,1,concluiu,3,Não respondeu,Amargosa,BA,,361.2,378.0,,1,1.0,580.0,B,B,A,A,4.0,B,B,C,A,A,A,A,A,A
1659048,2021,Entre 26 e 30 anos,F,Parda,1,concluiu,6,Não respondeu,Barra do Corda,MA,,449.6,423.3,,1,1.0,540.0,B,D,A,A,1.0,B,A,B,A,B,A,B,A,B
1663229,2021,19 anos,M,Preta,1,concluiu,2,Não respondeu,Salvador,BA,,549.2,513.4,,1,1.0,520.0,E,G,C,D,2.0,C,B,B,A,A,B,B,A,B
1663232,2021,Entre 36 e 40 anos,M,Parda,1,concluiu,15,Não respondeu,Recife,PE,,633.7,464.2,,1,1.0,520.0,B,E,B,D,1.0,B,B,B,A,A,A,A,A,A
1663821,2021,18 anos,F,Parda,1,cursando,0,Pública,Imperatriz,MA,,484.6,539.2,,1,1.0,600.0,F,F,D,D,5.0,F,D,D,B,B,B,E,B,B
1664601,2021,21 anos,M,Preta,1,concluiu,1,Não respondeu,Simão Dias,SE,,444.1,425.7,,1,9.0,0.0,B,B,A,A,4.0,B,C,D,A,A,B,B,A,B
1664926,2021,17 anos,F,Não declarado,1,cursando,0,Não respondeu,Taperoá,PB,,409.7,398.2,,0,1.0,520.0,H,F,C,D,3.0,B,B,D,A,A,B,C,B,B
1665060,2021,18 anos,F,Preta,1,cursando,0,Pública,Maracanaú,CE,,549.6,523.9,,1,1.0,500.0,H,B,C,B,4.0,C,C,C,A,A,A,B,C,B
1667756,2021,19 anos,M,Branca,1,concluiu,1,Não respondeu,Ponta Grossa,PR,,482.6,476.7,,1,1.0,540.0,D,D,B,B,5.0,D,B,C,A,A,B,C,B,B
1671942,2021,18 anos,M,Amarela,1,cursando,0,Pública,Goiás,GO,,518.1,410.0,,1,1.0,540.0,E,E,F,B,6.0,D,D,D,B,A,B,E,B,B
1677405,2021,Entre 36 e 40 anos,F,Preta,1,concluiu,15,Não respondeu,Acarape,CE,,612.2,547.8,,1,1.0,640.0,E,G,B,D,4.0,I,B,B,B,B,B,D,B,B
1677726,2021,21 anos,M,Preta,1,concluiu,4,Não respondeu,Uberaba,MG,,412.3,438.3,,0,1.0,560.0,E,E,D,D,4.0,D,C,D,A,A,B,D,A,B
1678659,2021,17 anos,M,Preta,1,cursando,0,Pública,Belém,PA,,392.2,422.9,,0,1.0,460.0,E,E,D,D,4.0,C,B,D,A,A,B,D,A,B
1679325,2021,17 anos,M,Não declarado,1,cursando,0,Não respondeu,Rio de Janeiro,RJ,,470.6,493.0,,0,1.0,660.0,E,E,B,D,2.0,E,B,C,A,A,B,C,B,B
1682476,2021,17 anos,M,Branca,1,cursando,0,Não respondeu,Rio de Janeiro,RJ,,646.4,584.0,,0,1.0,760.0,F,E,E,D,4.0,Q,D,D,B,A,B,E,E,B
1683599,2021,18 anos,M,Branca,1,cursando,0,Pública,Cáceres,MT,,538.4,578.1,,0,1.0,740.0,E,G,A,D,3.0,C,C,D,A,A,B,D,B,B
1686474,2021,18 anos,M,Parda,1,cursando,0,Pública,Leme,SP,,439.8,463.0,,0,1.0,540.0,E,D,A,D,4.0,F,C,D,B,A,B,E,B,B
1687406,2021,17 anos,F,Parda,1,cursando,0,Pública,Senador Canedo,GO,,544.6,411.1,,1,1.0,520.0,D,E,D,D,6.0,C,C,E,B,A,B,E,B,B
1689265,2021,18 anos,F,Preta,1,concluiu,1,Não respondeu,Diamantina,MG,,416.8,328.6,,1,1.0,400.0,F,E,C,B,2.0,B,B,D,A,A,B,C,B,B
1691545,2021,18 anos,M,Preta,1,cursando,0,Pública,Maricá,RJ,,424.9,473.8,,0,1.0,520.0,E,E,D,F,4.0,K,C,C,B,A,B,E,B,B
1694219,2021,Entre 36 e 40 anos,M,Preta,1,concluiu,15,Não respondeu,Corumbá,MS,,618.0,631.3,,0,1.0,660.0,F,E,D,B,1.0,C,C,C,B,A,B,B,B,B
1694583,2021,18 anos,M,Branca,1,cursando,0,Pública,São José dos Campos,SP,,585.5,551.6,,0,1.0,580.0,H,E,D,D,4.0,H,C,D,B,A,B,C,B,B
1695598,2021,20 anos,M,Branca,1,cursando,0,Pública,Pelotas,RS,,620.1,569.1,,0,1.0,360.0,D,B,F,F,3.0,B,B,C,A,A,B,D,C,B
1696732,2021,17 anos,M,Parda,1,cursando,0,Pública,Tianguá,CE,,476.9,505.0,,0,1.0,480.0,B,C,C,A,5.0,A,B,D,A,A,B,B,A,B
1696869,2021,17 anos,M,Parda,1,cursando,0,Não respondeu,Rio de Janeiro,RJ,,643.7,599.8,,0,1.0,780.0,F,F,E,E,2.0,Q,C,D,B,A,B,C,B,B
1696916,2021,17 anos,F,Branca,1,cursando,0,Privada,Cotia,SP,,623.4,608.1,,0,1.0,800.0,F,G,D,D,4.0,K,D,D,B,A,C,E,E,B
1698450,2021,21 anos,M,Parda,1,concluiu,3,Não respondeu,Rio de Janeiro,RJ,,671.8,593.4,,0,1.0,600.0,E,E,D,D,3.0,L,C,C,A,A,B,C,B,B
1701219,2021,18 anos,M,Parda,1,cursando,0,Privada,Bauru,SP,,564.1,535.8,,0,1.0,620.0,E,G,C,D,4.0,L,B,D,C,A,B,E,D,B
1702623,2021,18 anos,F,Branca,1,cursando,0,Pública,Campinas,SP,,510.2,478.8,,0,1.0,580.0,E,E,B,D,2.0,B,B,C,B,A,B,C,B,B
1703166,2021,18 anos,M,Branca,1,cursando,0,Pública,São Paulo,SP,,619.2,545.9,,0,1.0,600.0,E,E,D,D,4.0,H,C,C,B,B,B,E,B,B
1704335,2021,18 anos,F,Parda,1,cursando,0,Pública,Itacoatiara,AM,,404.0,432.7,,0,1.0,560.0,D,D,D,D,3.0,C,B,D,A,A,B,C,A,A
1707311,2021,17 anos,M,Parda,1,cursando,0,Não respondeu,Belém,PA,,469.4,458.8,,1,4.0,0.0,D,F,C,B,5.0,D,B,C,B,B,B,E,B,B
1707601,2021,17 anos,M,Branca,1,cursando,0,Pública,João Pessoa,PB,,696.1,608.4,,0,1.0,840.0,E,F,C,E,5.0,B,D,D,A,A,B,D,B,B
1708066,2021,Entre 26 e 30 anos,M,Parda,1,concluiu,12,Não respondeu,Manaus,AM,,491.1,506.4,,1,1.0,600.0,H,C,F,B,5.0,F,B,E,A,A,B,E,A,A
1709287,2021,17 anos,F,Branca,1,cursando,0,Pública,Irati,PR,,417.0,435.4,,1,1.0,500.0,C,E,B,D,3.0,D,B,D,B,A,B,C,A,B
1711284,2021,18 anos,M,Preta,1,cursando,0,Pública,Campinas,SP,,493.0,580.6,,0,1.0,640.0,D,F,C,B,3.0,E,B,C,B,B,B,E,B,B
1711545,2021,19 anos,M,Preta,1,cursando,0,Pública,Vitória,ES,,660.4,610.2,,0,1.0,780.0,G,F,D,E,4.0,M,D,D,C,A,B,C,C,B
1713495,2021,17 anos,M,Branca,1,cursando,0,Não respondeu,Jundiaí,SP,,534.3,456.4,,0,1.0,520.0,F,G,E,E,5.0,P,D,D,B,A,B,E,E,B
1714740,2021,17 anos,F,Branca,1,cursando,0,Pública,Santo Antônio do Descoberto,GO,,516.7,522.8,,0,1.0,680.0,H,H,C,C,5.0,C,B,D,B,A,B,D,A,B
1715418,2021,17 anos,M,Parda,1,cursando,0,Pública,Embu-Guaçu,SP,,457.5,486.1,,0,1.0,520.0,E,D,B,B,3.0,E,B,C,B,A,B,D,A,B
1715543,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,São Paulo,SP,,506.0,551.1,,0,1.0,600.0,E,G,D,E,5.0,Q,C,D,C,A,B,E,C,B
1716067,2021,Menor de 17 anos,M,Parda,1,cursando,0,Não respondeu,Açailândia,MA,,359.1,484.6,,1,1.0,840.0,E,G,A,F,4.0,D,C,C,C,B,B,D,B,B
1718408,2021,21 anos,M,Parda,1,concluiu,3,Não respondeu,Rio de Janeiro,RJ,,473.2,520.0,,1,1.0,460.0,E,E,C,B,3.0,B,A,B,A,A,B,B,A,A
1719019,2021,19 anos,F,Parda,1,concluiu,1,Não respondeu,Açu,RN,,414.0,388.4,,1,1.0,360.0,D,E,A,F,4.0,B,B,D,B,C,B,A,B,B
1719194,2021,20 anos,F,Branca,1,concluiu,2,Não respondeu,Betim,MG,,363.8,431.1,,0,1.0,640.0,F,E,D,B,5.0,C,B,C,A,A,B,D,A,B
1719526,2021,Menor de 17 anos,M,Preta,1,cursando,0,Não respondeu,Cachoeiro de Itapemirim,ES,,549.3,503.8,,1,1.0,340.0,G,E,D,F,4.0,G,B,C,B,B,B,E,D,B
1720285,2021,19 anos,F,Branca,1,concluiu,1,Não respondeu,Vitória da Conquista,BA,,609.7,615.0,,0,1.0,760.0,E,C,C,F,2.0,C,C,D,B,A,B,C,B,B
1721267,2021,Entre 26 e 30 anos,F,Parda,1,concluiu,12,Não respondeu,Ipatinga,MG,,596.6,509.3,,0,1.0,880.0,D,E,C,B,1.0,A,B,C,A,A,B,B,A,A
1722657,2021,17 anos,M,Branca,1,cursando,0,Privada,Rio de Janeiro,RJ,,508.1,503.4,,1,1.0,780.0,D,F,C,D,4.0,H,E,E,B,A,B,E,D,B
1722933,2021,18 anos,F,Parda,1,cursando,0,Privada,São Paulo,SP,,614.4,592.2,,1,1.0,800.0,D,F,B,D,3.0,N,D,D,B,A,C,D,D,B
1723131,2021,Entre 26 e 30 anos,M,Preta,1,concluiu,7,Não respondeu,Brasília,DF,,545.2,514.8,,1,1.0,480.0,B,C,C,B,1.0,C,B,B,A,A,B,B,A,A
1727005,2021,18 anos,M,Branca,1,cursando,0,Privada,Leme,SP,,731.0,627.9,,0,1.0,440.0,G,G,E,D,4.0,M,E,E,C,A,C,E,E,B
1729653,2021,Entre 46 e 50 anos,M,Parda,1,concluiu,15,Não respondeu,Arapiraca,AL,,599.7,500.3,,0,1.0,360.0,H,A,F,F,3.0,D,B,C,A,A,B,B,A,B
1730586,2021,18 anos,M,Branca,1,concluiu,1,Não respondeu,Jundiaí,SP,,480.0,503.6,,1,1.0,480.0,E,E,F,F,4.0,G,B,C,B,D,B,D,B,B
1731862,2021,17 anos,M,Parda,1,cursando,0,Não respondeu,Macapá,AP,,403.5,345.9,,0,1.0,460.0,E,E,B,B,5.0,E,B,D,A,B,B,D,B,B
1733031,2021,17 anos,M,Branca,1,cursando,0,Pública,São Gonçalo,RJ,,415.3,464.1,,1,1.0,400.0,E,E,B,B,3.0,C,B,C,B,A,B,D,B,B
1734259,2021,19 anos,F,Parda,1,concluiu,1,Não respondeu,Cajazeiras,PB,,521.1,468.9,,0,1.0,680.0,E,E,D,D,4.0,D,C,C,A,B,B,D,B,B
1737486,2021,25 anos,F,Parda,1,concluiu,7,Não respondeu,Ribeirão das Neves,MG,,601.9,521.1,,1,1.0,500.0,B,C,C,B,2.0,C,B,B,B,A,B,C,B,B
1738097,2021,18 anos,F,Branca,1,concluiu,1,Não respondeu,Vila Velha,ES,,611.5,574.4,,1,1.0,660.0,E,E,D,D,3.0,F,D,C,A,A,B,D,B,B
1738859,2021,19 anos,F,Parda,1,concluiu,2,Não respondeu,Uberlândia,MG,,566.6,537.8,,0,1.0,580.0,F,F,D,D,3.0,H,C,C,C,A,B,A,B,B
1740275,2021,18 anos,F,Branca,1,cursando,0,Pública,Montenegro,RS,,644.9,555.5,,0,1.0,740.0,E,E,C,B,4.0,E,B,D,B,A,B,C,B,B
1741425,2021,18 anos,F,Parda,1,cursando,0,Pública,Itaituba,PA,,619.0,571.7,,0,1.0,640.0,E,E,C,B,3.0,B,B,C,A,A,B,D,B,A
1743875,2021,25 anos,F,Preta,1,concluiu,0,Não respondeu,Fortaleza,CE,,477.4,418.1,,1,1.0,600.0,B,B,B,B,6.0,B,B,C,A,B,B,D,A,B
1746432,2021,21 anos,M,Parda,1,concluiu,3,Não respondeu,Guarujá,SP,,449.8,511.9,,0,1.0,660.0,G,D,D,B,2.0,C,B,C,A,B,A,C,B,B
1746747,2021,17 anos,M,Branca,1,cursando,0,Pública,Recife,PE,,513.9,564.0,,0,1.0,660.0,F,E,C,D,5.0,H,C,E,B,B,C,E,E,B
1747765,2021,24 anos,F,Branca,2,concluiu,0,Não respondeu,Açailândia,MA,,633.7,579.3,,1,1.0,800.0,A,D,C,B,7.0,C,B,D,A,A,B,E,A,B
1748429,2021,Entre 26 e 30 anos,M,Parda,1,concluiu,7,Não respondeu,Brasília,DF,,381.4,323.0,,1,1.0,540.0,A,B,A,A,1.0,B,B,B,A,A,B,B,A,B
1752818,2021,22 anos,M,Preta,1,concluiu,3,Não respondeu,Feira de Santana,BA,,351.1,543.8,,0,1.0,640.0,B,D,C,B,2.0,C,B,C,A,A,B,C,B,B
1753246,2021,18 anos,F,Branca,1,concluiu,1,Não respondeu,Indaiatuba,SP,,504.6,512.3,,1,1.0,480.0,H,G,D,D,2.0,K,B,C,B,A,B,B,B,B
1756830,2021,17 anos,F,Branca,1,cursando,0,Não respondeu,Campinas,SP,,599.9,555.9,,0,1.0,560.0,F,E,E,F,5.0,Q,E,E,D,C,C,E,C,B
1759752,2021,17 anos,F,Branca,1,cursando,0,Não respondeu,Rio de Janeiro,RJ,,527.1,505.8,,1,1.0,940.0,E,F,D,D,3.0,J,C,C,B,A,B,B,A,B
1763156,2021,25 anos,F,Branca,1,concluiu,8,Não respondeu,Florianópolis,SC,,647.0,608.0,,0,1.0,560.0,F,F,D,D,1.0,C,B,B,A,A,B,B,B,B
1766974,2021,18 anos,F,Parda,1,concluiu,0,Não respondeu,Manaus,AM,,516.3,469.6,,1,1.0,720.0,B,E,B,F,4.0,B,B,B,A,A,B,C,A,B
1767708,2021,Entre 26 e 30 anos,F,Branca,1,concluiu,10,Não respondeu,São Bernardo do Campo,SP,,664.0,597.0,,0,1.0,760.0,E,E,C,F,3.0,H,E,D,B,A,B,D,C,B
1768626,2021,22 anos,F,Parda,1,concluiu,0,Não respondeu,Pinhais,PR,,358.4,452.3,,1,1.0,600.0,F,D,C,B,3.0,B,B,D,B,B,B,C,B,B
1770131,2021,19 anos,M,Preta,1,cursando,0,Pública,Serra,ES,,627.3,590.4,,0,1.0,620.0,A,E,C,B,3.0,B,B,D,A,A,B,D,B,B
1773201,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,Imperatriz,MA,,586.1,583.5,,0,1.0,720.0,E,E,B,B,6.0,D,B,C,B,A,B,E,B,B
1776193,2021,17 anos,F,Branca,1,cursando,0,Pública,União da Vitória,PR,,367.3,406.9,,1,1.0,560.0,B,B,A,A,3.0,C,B,C,A,B,B,D,B,B
1777566,2021,17 anos,F,Branca,1,cursando,0,Pública,Blumenau,SC,,487.5,487.4,,1,1.0,620.0,E,B,D,D,3.0,E,B,C,B,A,B,D,B,B
1784684,2021,Maior de 70 anos,F,Branca,1,concluiu,0,Não respondeu,Taubaté,SP,,0.0,298.0,,1,1.0,360.0,B,B,F,F,1.0,B,B,B,A,A,B,A,A,A
1788427,2021,18 anos,F,Parda,1,cursando,0,Pública,Itaberaba,BA,,409.0,354.4,,0,1.0,480.0,B,D,B,B,3.0,B,B,D,A,A,B,D,A,B
1788974,2021,17 anos,M,Branca,1,cursando,0,Pública,Sombrio,SC,,511.0,479.4,,0,1.0,560.0,B,C,C,C,4.0,I,B,D,B,A,B,E,B,B
1792242,2021,Menor de 17 anos,F,Preta,1,cursando,0,Não respondeu,Três Marias,MG,,521.9,442.2,,0,1.0,360.0,E,E,A,A,10.0,B,C,D,B,A,B,C,B,B
1794966,2021,Menor de 17 anos,M,Parda,1,cursando,0,Não respondeu,Itaobim,MG,,472.7,420.9,,0,1.0,540.0,F,G,D,D,4.0,K,C,D,A,B,B,E,B,B
1795477,2021,17 anos,M,Branca,1,cursando,0,Pública,Tatuí,SP,,407.6,491.6,,0,1.0,580.0,E,E,D,D,4.0,B,B,C,B,B,B,D,B,B
1796996,2021,17 anos,F,Branca,1,cursando,0,Pública,Nova Iguaçu,RJ,,402.7,499.0,,1,1.0,640.0,E,E,D,B,4.0,B,B,C,B,A,B,D,B,B
1797699,2021,18 anos,M,Parda,1,cursando,0,Pública,Maranguape,CE,,486.4,484.1,,1,1.0,440.0,E,D,D,C,2.0,G,B,C,B,A,B,C,C,B
1801930,2021,18 anos,M,Branca,1,cursando,0,Privada,Belo Horizonte,MG,,629.1,611.2,,0,1.0,600.0,G,G,D,E,2.0,N,C,C,B,A,B,C,B,B
1805301,2021,20 anos,M,Parda,1,concluiu,1,Não respondeu,Teresina,PI,,532.3,549.0,,1,1.0,660.0,E,D,B,B,5.0,D,B,D,B,A,B,E,A,B
1815921,2021,17 anos,M,Branca,1,cursando,0,Não respondeu,Itabaiana,SE,,591.7,589.1,,1,1.0,900.0,E,E,C,B,3.0,F,C,C,B,C,B,D,B,B
1816072,2021,19 anos,M,Parda,1,cursando,0,Pública,Fortaleza,CE,,400.7,535.2,,0,4.0,0.0,E,D,C,F,5.0,D,B,C,B,B,B,B,A,B
1822902,2021,20 anos,M,Parda,1,concluiu,3,Não respondeu,Mossoró,RN,,370.4,509.2,,1,8.0,0.0,C,C,C,B,4.0,C,B,D,B,B,B,E,A,B
1823823,2021,18 anos,M,Preta,1,cursando,0,Privada,Imperatriz,MA,,597.3,546.2,,0,1.0,800.0,E,G,D,D,2.0,G,C,C,B,A,B,C,B,B
1828559,2021,Entre 26 e 30 anos,F,Preta,1,concluiu,8,Não respondeu,Ouro Fino,MG,,418.8,582.0,,1,1.0,560.0,C,B,F,A,3.0,B,B,C,A,A,B,C,B,B
1829428,2021,22 anos,F,Branca,1,concluiu,0,Não respondeu,Exu,PE,,518.0,471.3,,1,1.0,560.0,D,D,A,B,7.0,C,B,C,A,B,B,C,A,B
1834872,2021,17 anos,F,Parda,1,cursando,0,Pública,Itabela,BA,,456.6,455.3,,0,1.0,520.0,B,D,A,A,4.0,C,B,E,B,B,B,D,A,B
1837240,2021,19 anos,F,Branca,1,concluiu,1,Não respondeu,Rio de Janeiro,RJ,,514.0,533.0,,0,1.0,420.0,B,E,B,B,2.0,C,B,B,A,A,B,B,A,A
1838594,2021,21 anos,M,Parda,1,concluiu,4,Não respondeu,Osasco,SP,,677.8,647.5,,0,1.0,580.0,C,C,F,C,4.0,G,C,C,B,A,B,D,B,B
1840536,2021,21 anos,F,Preta,1,concluiu,0,Não respondeu,Salvador,BA,,384.9,327.5,,0,1.0,560.0,B,B,D,B,3.0,B,B,C,A,A,B,B,A,B
1844366,2021,18 anos,F,Branca,1,cursando,0,Privada,Campinas,SP,,572.7,559.1,,1,1.0,640.0,G,F,D,D,3.0,H,D,D,C,A,B,D,D,B
1845963,2021,18 anos,M,Parda,1,cursando,0,Pública,Umuarama,PR,,401.6,396.5,,0,1.0,380.0,B,C,F,F,3.0,D,B,C,B,C,B,D,B,B
1846501,2021,18 anos,M,Parda,1,cursando,0,Pública,Indaiatuba,SP,,552.3,464.2,,0,6.0,0.0,H,H,E,B,2.0,G,E,D,B,A,B,C,B,B
1847407,2021,23 anos,F,Branca,1,concluiu,4,Não respondeu,Natal,RN,,570.8,516.7,,0,1.0,700.0,B,F,C,E,2.0,C,B,C,A,A,B,C,B,B
1856864,2021,18 anos,F,Parda,1,cursando,0,Pública,Brasília,DF,,377.9,452.6,,1,1.0,520.0,A,C,D,B,4.0,C,B,C,B,A,B,D,B,B
1861330,2021,17 anos,M,Branca,1,cursando,0,Privada,Rio de Janeiro,RJ,,423.5,359.7,,0,1.0,460.0,F,G,D,D,3.0,F,C,C,B,A,B,D,D,B
1866910,2021,Menor de 17 anos,M,Parda,1,cursando,0,Não respondeu,Palmas,TO,,474.5,497.1,,0,4.0,0.0,E,E,B,B,5.0,E,C,C,B,C,B,D,B,B
1867996,2021,17 anos,F,Branca,1,cursando,0,Pública,Colombo,PR,,412.8,496.9,,1,1.0,620.0,E,F,B,D,3.0,E,B,D,B,B,B,D,C,B
1868861,2021,19 anos,F,Branca,1,concluiu,2,Não respondeu,Francisco Beltrão,PR,,469.5,480.2,,1,1.0,640.0,B,C,A,B,3.0,D,B,D,B,A,B,D,A,B
1872609,2021,20 anos,M,Parda,1,concluiu,3,Não respondeu,Belém,PA,,527.3,537.5,,1,1.0,560.0,F,D,D,B,3.0,C,B,C,A,A,B,B,A,B
1874696,2021,24 anos,M,Preta,1,concluiu,7,Não respondeu,São José do Rio Preto,SP,,479.9,466.2,,1,1.0,640.0,C,C,C,B,3.0,C,B,D,A,B,B,C,B,B
1876627,2021,Entre 46 e 50 anos,F,Parda,1,concluiu,15,Não respondeu,Belém,PA,,416.9,446.9,,1,1.0,540.0,C,C,B,C,3.0,C,B,C,A,A,B,C,A,A
1877207,2021,17 anos,F,Parda,1,cursando,0,Pública,Patos de Minas,MG,,607.9,577.7,,0,1.0,640.0,E,F,C,D,3.0,M,E,C,B,B,B,E,B,B
1878451,2021,20 anos,F,Branca,1,concluiu,2,Não respondeu,São Caetano do Sul,SP,,465.2,582.7,,1,1.0,520.0,G,G,E,D,3.0,J,C,D,C,A,B,C,B,B
1879492,2021,20 anos,F,Amarela,1,concluiu,3,Não respondeu,Tangará da Serra,MT,,371.0,408.3,,1,1.0,380.0,A,D,D,D,4.0,B,B,C,C,A,B,B,A,B
1879923,2021,17 anos,F,Não declarado,1,cursando,0,Não respondeu,Macapá,AP,,547.2,496.7,,0,1.0,540.0,C,C,B,B,3.0,B,B,B,A,A,B,C,A,B
1880651,2021,Entre 26 e 30 anos,M,Preta,1,concluiu,10,Não respondeu,Teotônio Vilela,AL,,439.3,535.0,,1,1.0,700.0,D,C,C,B,3.0,C,B,C,A,A,B,D,B,B
1880839,2021,18 anos,M,Branca,1,cursando,0,Pública,Petrópolis,RJ,,462.6,488.6,,0,1.0,760.0,C,D,F,B,3.0,C,B,C,A,A,B,B,B,B
1881315,2021,18 anos,F,Amarela,1,cursando,0,Pública,Belo Horizonte,MG,,596.6,553.5,,0,1.0,900.0,G,E,E,B,4.0,G,B,D,A,B,B,D,B,B
1889330,2021,22 anos,M,Branca,1,concluiu,4,Não respondeu,Uberlândia,MG,,566.6,560.6,,1,1.0,640.0,E,C,F,B,4.0,G,C,C,C,A,B,E,B,B
1890514,2021,18 anos,M,Preta,1,cursando,0,Pública,Maracanaú,CE,,419.7,372.2,,0,1.0,520.0,C,C,B,B,3.0,B,B,C,A,A,B,D,A,B
1896689,2021,17 anos,M,Parda,1,cursando,0,Pública,Ji-Paraná,RO,,585.3,536.6,,1,1.0,560.0,C,C,C,F,3.0,C,C,C,A,A,B,D,A,B
1897753,2021,Menor de 17 anos,M,Branca,1,cursando,0,Não respondeu,Rio de Janeiro,RJ,,653.1,512.8,,0,1.0,820.0,F,E,E,D,4.0,P,E,E,B,A,C,E,C,B
1899615,2021,19 anos,F,Parda,1,cursando,0,Pública,Crato,CE,,346.9,361.5,,1,1.0,320.0,H,H,F,F,2.0,B,B,C,A,A,B,B,A,B
1899788,2021,17 anos,M,Parda,1,cursando,0,Pública,Registro,SP,,580.8,505.9,,1,1.0,540.0,D,C,A,A,3.0,B,B,C,A,A,B,C,A,B
1900477,2021,18 anos,M,Branca,1,cursando,0,Pública,São Pedro da Aldeia,RJ,,638.5,566.1,,0,1.0,800.0,F,F,E,C,4.0,I,C,D,B,A,B,E,E,B
1902441,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Petrolândia,PE,,,,,0,,,E,G,C,D,5.0,B,B,B,A,A,A,B,A,A
1903183,2021,19 anos,M,Parda,1,cursando,0,Pública,Concórdia,SC,,465.7,499.0,,0,1.0,360.0,B,D,D,B,3.0,E,C,C,B,B,B,D,B,B
1905631,2021,19 anos,M,Branca,1,cursando,0,Privada,Nova Lima,MG,,452.1,458.7,,0,1.0,640.0,G,G,E,E,4.0,Q,E,E,C,A,C,D,D,B
1905896,2021,17 anos,F,Parda,1,cursando,0,Pública,Pedra Branca,CE,,548.9,503.4,,1,1.0,840.0,G,E,D,A,5.0,H,B,D,B,B,B,D,A,B
1907897,2021,Menor de 17 anos,F,Branca,1,cursando,0,Não respondeu,Santa Maria,RS,,564.4,538.7,,1,1.0,560.0,E,F,B,D,2.0,D,C,D,B,B,B,D,B,B
1912192,2021,18 anos,M,Parda,1,cursando,0,Pública,Manaus,AM,,380.2,449.0,,1,1.0,560.0,E,F,F,E,3.0,E,B,B,A,A,B,C,B,B
1912540,2021,19 anos,M,Parda,1,concluiu,1,Não respondeu,Estreito,MA,,547.1,520.1,,0,1.0,680.0,H,E,C,C,4.0,E,C,C,B,A,B,D,B,B
1912618,2021,Entre 31 e 35 anos,F,Branca,1,concluiu,13,Não respondeu,Alvorada,RS,,463.4,510.1,,1,1.0,480.0,A,A,A,B,2.0,C,B,B,A,A,B,B,A,B
